sentences	labels
You are a Communist state controlled newspaper. Very much like ANTIFA would love to see. And your country executes people who dissent with your support. Enough said. Get off my twitter stream	1
One of the best MAGA men on Twatter. Good heart to heart. Hey Jack... URL	0
Just followed you! Nice to know there are liberals in Florida! Adearfriendnjust moved there and is surrounded by red!	0
Back then Antifa was called the kkk. They were a known muscle of the Democratic Party URL	0
So what's your point? Are you saying that UK gun control isn't protecting our children because something might happen one day; therefore we should adopt a US style gun culture?	0
Better hurry she is pretty old	1
because he is NOT IMPORTANT	0
I lived through the era where conservatives literally tried to argue that gay rights would cause the collapse of Western Civilization. No exaggeration. They used he fall of Rome as their example somehow. They now want to pretend that they didn’t vilify us. Ugh.	1
It’s exactly why I tweet!! Well that and making fun of liberals and their insanity!! GOD help!!!	1
Its legal in India and if you adult women only you have to sign it you don't need the other person signature why this rabble rousing in India take it to Vatican &amp; Ireland etc take it where it's banned Church preachers not to do abortion even if you are raped??	0
What was an abuse of power was all the crap you and the Hussein gang pulled off. Your big contribution was the Fast and Furious caper to bring in gun control in strict contravention of the 2nd amendment. But don’t worry. Justice is coming for you and Barry’s band of outlaws.	1
Happy dance that Serena lost. She needed taken down a notch or two.	0
remember when antifa was respectable and intimidating?? me neither lmao	0
My man! Let’s go!	0
More people scared of what the Liberals will think and say about them. This is rampant around conservatives. The only ones who ever stopped giving them that power were the Trump movement and they absolutely won everything including the internets.	0
Shame on them willing to ruin good man over a 36-year-old groping accusation she can't prove. They're rabid liberals who don't want a Supreme Court justice who will follow the Constitution. It's all about politics. Shame.	1
Police your own first right? You see it as unfortunate he is saying these things in public but others see it even more unfortunate that she says the things she says in public. She is an extremely public figure and he is using a similar platform.	1
What a stupid incompetent devious and toxic PM! May haven't you forgotten 17.4 million voters? Betray us at your peril! You are eroding faith in democracy + destroying Tory Party! You should go URL	0
He's having a go at people who love David Gilmour but who think Roger Waters is a bit of a dick... Obviously.	1
She is so proud	0
Because that’s how it works in sports when you chose to represent a country that is the country you are known for when playing that sport or for achievements in that sport they’re not taking away from her Haitian heritage they’re just using the country she represents in the sport	0
So?what's wrong with white guys?..I'm a PROUD Caucasian &amp;Colombian American woman and I happen to like ALL these WHITE men that represent me..especiallySen.Kennedy...We are soooo done with identity politics from liberals.	1
"ATTENTION! A North Carolina Twitter User... is publicizing an ANTIFA TARGET LIST with the names of high profile AND everyday Trump supporters. Twitter has been informed. They have NOT suspended this account. Check out his Lists""."""	0
You can make fun of liberals that come up with fake stories.	0
THIS IS A NO BRAINER. IF SHE STANDS FOR WHAT SHE SAYS SHE DOES SHE HAS TO VOTE AGAINST HIM IF SHE IS LYING SHE DESERVES TO BE HUMILIATED AND DEFEATED. WE WILL SEE IF SHE PLAYED THE PRO CHOICE CAED TO GET ELECTED OR IF SHE IS JUST ANOTHER GOPER KOCHSUCKER	1
Sure hope he remembers the Libs efforts to shaft him after he is confirmed.	0
Looking forward to the right dragging up these tweets when the New York Times hires me as Antifa Editor	0
Islamists/Antifa/leftists would not allow us to lay a wreath in memory of the 9/11 victims	0
Ah.. classic antifa.. behaviour of trashpeople. =)	1
3 of 5 stars to The Liberals by Hindol Sengupta URL	0
Oh...July...so like 35 &amp; 3/4 years ago... NO...that's a difference maker. I had no idea! Please share your thoughts on serial woman abuser &amp; Antifa lover	0
I hope you are at the park. They are playing rush	0
This picture I love it… Because it speaks volumes… You are in your element… And you looked peaceful URL	0
So Kerry thinx bcuz an anti leftist narrative has bin spread+ 'heard' by everyone in Washington that it qualifies it as.......Fact?Thats not how facts work u dumb leftist!Thats called an intentional smear spread to create a lie to use as a talking point for desperate Dems	0
"10) But why? Do they hate us that much?"" Well yes and no. For the Leftists, yes they do. Why? Because they're Leftists, silly! You either get with their program and let them tell you what to do - or they hate you. With the formerly conservative conservatives - no."""	0
"Hey Mary, did you see this on your profile followed by no one you know"" Twitter trying to keep conservatives from connecting. StopTheBias URL"	0
You ARE the most attractive ever!! Seriously MAGA ets have creepy taste. The rest of us know attractive when we see it!! Plus we have great hair on this side of the isle!! \o/	0
Antifa fails	0
She is so gross. An obvious hack	1
Fantastic match!	0
Possive dumb ass?	0
Long time prisoners will also have a hard time while he is there.	0
Let that sink in liberals URL	0
2020? Michael Moore is a cheeseburger away from not making it to 2019!	0
Super	0
Holy shit this is sick :0	1
"I know how Liberals love to say Conservatives are anti-science Luddites so here for your review, How Your Memory Rewrites the Past"" URL"	0
Serial rape didn't seem to be a problem for liberals with Bill Clinton and Hillary who enabled him? Go figure - can you say hypocrisy?	1
Hes comin for ur woolly bitches	1
Hope you are ok my man.	0
Capitalism has killed more than that since 2000	0
Thank YouFollowed You Maga URL	0
"Well remember how the cops in San Jose stood down"" and watched as antifa thugs armed with bats,bottles &amp; pepper spray attacked Trump rally goers? They were ""just following orders"". That's what most soldiers &amp; cops do. Soldiers follow orders &amp; cops protect their paycheck. SAD."""	1
... those are conservative values? Last time I checked those were more descriptive of liberals than conservatives	0
The FASCISTS are Anti-American Communist Scum like yourself!! Now go Fuck Yourself you piece of human garbage!! USA MAGA ANTIFA are Terrorists	1
I’m not a muppet. I’m a 6’2” 215 lbs voter who is of Puerto Rican decent that doesnt take BS from white liberals like you.	1
You are not alone here. I didn't like The Last Jedi a bit more than Force Awakens. Cannot talk about Solo because didn't see it. But Rouge One is the other Star Wars under Disney that was good.	0
6 people shot and killed in Bakersfield and the liberals want to tweet about Gun Control. Chicago calls 6 people shot and killed a lunch break yet nobody tweets a word. You can’t have it both ways. Legal guns ownership vs illegal gun ownership. What’s the real solution?	0
Love this woman Telling the truth every day WHY do conservatives have to point out the obvious.Are people really that stupid	1
Heroes and villains. Garak is neither. He is: URL	0
Never going to happen. Not in a million years. Not unless Soros hires a bunch of Antifa punks to pretend to be vets.	1
Cannibals liberal style.	0
Liberals are vile vicious and disgusting URL	1
She is a nut case	1
Have a bacon double cheeseburger ...or ten	0
I have been put on an Antifa “hit list” and i am taking the matter very seriously. I have reported to Twitter- nothing. Group: Targets for (maybe of) Antifa. Donald Trump and Candace Owens as well. All I have is the Twitter handle. Thanks URL	0
"My thoughts and prayers are with the families. Random mass shootings, which plague our nation, are not normal and we as a country can't allow them to be normalized,"" Craley said"", The truth is these mass shootings are becoming too ""normal"". Gun control would certainly help."""	1
What she is proven??? Lies???	1
She is saving her cAreer	0
And what if she is lying? What if Kavanaugh is the victim of a smear and character assassination? What then?	0
"endorses felons"" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was ""different"" to Vermont in regards to what gun control was needed."""	1
I will be looking to invest offshore after this	0
The only deep disgrace and abuse of rights is your existence in relativity. Even the generation before mine knows who you are RAE. Low life opportunist. Government over people. Suck a liberal dick you alt left Nazi!	1
realDonaldTrump You've been rather quiet today. I hope that you have spent some time thinking about your endgame with Vlad. I know you probably know this but you are very expendable to him. When we take the country back what will you do?He will not be happy with you! Ponder this	0
State level crime when the alleged offender was a juvenile. Silly liberals no crime committed by Kavanaugh but probably one by the liar Ford DemocratsDividingAndDestroyingAmerica DemocratsHateAmerica	1
Are u living in Gaza? Cos I don't think you are	0
has been nominated for Still A Mum Awards. Kindly vote for her here... URL She is our super host on GaniKaliNaAisha URL	0
God bless my uncle has cancer too but she is in a better place now	0
can’t believe you are not competitive for the same services as for life. Your service isn’t worth and extra $30 a month. cancel	0
She should have gotten August off to let work on stuff at the P.C. It would have help her a lot.	0
Where is the gun control crowd now that illegal immigrants are waltzing into our country heavily armed	1
I'll go to the original argument that people shouldn't blanket everyone together. Terrorists = all Muslims Alt-Right = all conservatives Both of these are equally dumb. Requiring specific groups to denounce their fringes means that the general populace can't differentiate.	1
"Socialism once its implemented has historically had only one effective stop measure and that has been civil war. Knowing that the force/reasoning behind gun control"" becomes clear. You can have a clear picture of this process by reading Saul Alinsky's-Rules for Radicals."""	1
Stay safe you are an inspiration to me. And practice those kung fu skills if they ever show up again :)	0
WHAT i cant like HE IS LEGIT WATCHING my ever move In Rehab!!!	1
". is demanding we all do better this time around with Kavanaugh: Survivors are always asking ‘am I safe?’ she wrote. Right now, conservatives, you are telling them ‘NO.’"" URL LarryNassar"""	0
... and she is in the process of removing the status heAndShe newStatus comingSoon hplife	0
She is not an anti trump. She’s a racist race baiter who is no better than Alex jones and other crazies	1
All I see is this when I see this guy URL	0
"You are so full of shit. A.) Violent crime is down &amp; has been on the decline for decades B.) Where gun crime is a problem, it is a state &amp; local problem &amp; no so called common sense"" gun control law passed at the federal level will fix it. You are clueless about this problem."""	1
The Australian origins of Gun Control: Paperback URL Kindle URL	0
i beat they ass too for letting them get hit	1
Fairness?? What about being fair to the democratic process of this republic??? All this is a sham to delay the vote. Shameful. DrainTheDeepState DrainTheDeepStateSwamp maga	1
"He is saying what"" they need to do to fix the problems, but not much ""how"" they will fix them. I am a hear-broken Cardinal's fan looking for answers"""	0
She is not at all bothered by this invasion of her space.	0
Well that's because Roy Moore was no longer an issue for the Dems or the so called Women's Rights Liberals.	0
And what can he suggest to remove himself?	0
We had Leveon Bell. Thats the dumbest argument. But we can compare college for when he played. His best season was 1700 yds 26 TDs. How about Collins? And this is Conners first year starting and he is starting much better than Collins	1
you fuckass	1
AARON RODGERS WILL NEVER WIN A RING THE REST OF HIS SAD ASS CAREER! I HOPE YOU HIS REGULAR SEASON HEROICS CAUSE THATS ALL HE IS GOOD FOR! HAVE A NICE DAY!	1
Censorship	0
Idk what to think about her...but with her eyes like they r...she is naturally bugging out all the time...which is untrustworthy	1
Good bye Flakey Fake and good riddance!	0
She is. I dont think politics is for her to dabble in.	0
Nanos Poll .........Liberals 41.1 Conservatives 31.4 These numbers should be reversed after all the Trudeau boondoggles. You are destiny is continued opposition.	0
I don't think you know what you're advocating for. And you certainly don't know that saying what you said leads to a bunch of shit you probably wouldn't like whether that's what you meant or not.	0
PC or not has NOTHING to do with common decency...	0
MondayMorning MondayMotivation MondayMood MondayThoughts Another Republicans / Trump swamp Lier !! MAGA women Christianity URL	1
Hah! The fucking Chats!?! ‘Onya Boys!	1
I dunno. I know who he is but I don't interact directly with him a lot. ‍	0
You still have not addressed your solution to make schools safer....you just preach more gun control...what are your solutions???	1
You forgot ANTIFA	0
She is ordinary I didn't watch it Cannot stand her BTW m8 What did she do this time	0
he is VALID	0
Nothing was stolen. Crybaby liberals didn’t get what they wanted so they’ve been throwing temper tantrums for 2 years.	1
BULL CRAP!	1
He is desperately trying to deflect. This is what Jordan &amp; Nunes have been wanting. Trump doesn’t care who he endangers. Fck tRump	1
Please point out what isn’t true. Do the SHITlibs not love austerity and slashing public funding? Do they not love privatization? Are their social policies anything more than empty gestures? Has anyone in this thread referred to Drug Fraud as far right? No? So all true!	0
Looks like my Sylvester and he looks like a skunk. Love him to pieces though. He is so sweet. My girl cat has a unique personality. She is sweet but has her moments.	0
Why add insult to injury? He is 100% devoid of empathy.	0
YOU ARE WELCOMEEEE! I also love your other song! You deserve an Island :D	0
Why didn't gun control stop illegals from obtaining firearms?	0
who really cares about any of this wack ass beef???	1
Her own party doesn’t want that	0
Make sure you Vote REPUBLICAN up and down your ballots. Vote RED for conservative values. Vote Republican candidates only to help our POTUS Trump help Americans to MAGA URL	0
"Trump didn't want to be president"", therefore colluding with Russia for presidency is a made up attempt by liberals just like SCJOUS."""	0
rose.. you are so good... id kill for you without hesitation i love you	0
Childess	0
"That's a black referring to a group. Markedly different from affluent white people calling Ben Carson or any other prominent conservative that term. I'm thinking more of stuff like this: URL Antifa n word"" is quite a fruitful search."""	1
Ty. You are welcome. MAGA	0
he is a psychic ain’t he	0
She held on to something “almost” happening (according to her) for 35 yrs and then decides to try and ruin his life? She is the despicable. Regardless of what did or didn’t happen.	0
Best casting announcement since Riker was on it :) so excited love her so much! Met her twice she is just the sweetest	0
Don’t they have strong gun control in Chicago? So nobody should be getting shot. Oh that’s right only law abiding citizens are being shot because criminals don’t understand they can’t have guns...Gun control is not about controlling guns it’s about controlling citizens!	0
Beto the clown who supports the kneeling NFL thugs	1
I is glad the you worked hard but shame you are physical dementia the thing are you may not be simples to understand talk when write you cannot clearly :)	1
I love the comments about squishy conservatives and their support of the need for guest workers. Sounds like .	0
parklandkids misappropriated the phrase neveragain in order to do exactly the opposite of what it originally stood for. URL	0
Can't a man call his dog without some old bat bitching about it ?	0
I thought it would be worse. I thought they would be shooting liberals in the streets by now.	1
I love Danielle because she is such a caring and genuine person! Her smile and positive energy brings out the best in everyone. You can always count on her to bring some sunshine into any rainy day	0
First Man movie is an accurate metaphor for the NWO Globalist Left--they give you enough to make you believe they're truthful unless you have educated yourself!	1
She is such a £ucking liar! You turned on the lights and did not notice it was not YOUR apartment? You had to go look at the number? WTF is she on?	0
Get Violent? Get? As if the Occupy BlackLivesMatter BaltimoreRiots Ferguson Antifa weren't all Democrat VIOLENCE	1
Does nicki even know who she is??? Dreamdoll a whole bully	1
She needs to make as much money as she can while the liberals are all duped.	0
We should all believe Feinstein because she is so upstanding. She would never hir a spy from China and employee them for over 10 years. She needs to resign. TRADER.	0
You are lying again! The public doesn't trust you anymore!	1
Not here ... MAGA WWG1WGA	0
Leona will START something Big to come...LIBERALS sit in terror in House of Commons...BETTER NOT CRITICIZE THE GROPER!!!	0
Flawed logic. Some/many liberals would identify as Christian. Because this is America and that is the dominate religion. Look at some stats before you make overgeneralization. Take your crazy else where.	0
Haven’t seen that one but I do remember the drops bout the saudis &amp; to me that was one of the biggest things that nobody talks bout. The saudis owned our politicians so when they were arrested &amp; money seized that was huge cause they also fund BLM Antifa &amp; other anti American orgs	0
Even teens that commit _proven_ crimes have their records expunged when they turn 18. Someone please tell me why this is a thing? All I see is one old california hag outing another old california hag against her expressed will. Wonder how much she is being paid?	0
He think it’s a coop. And he is trapped inside. But seriously I don’t know why no one has considered that anonymous could be a family member. My money is on Jared. He has nothing to lose and everything to gain. To position himself after this fiasco.	0
Bullets are cheaper.	0
Disagree; he was chosen explicitly to make the President immune to the rule of law. All of his heinous beliefs on women's rights and gun control are just the frosting to make the GOP confirm him.	0
Hell noMAGA	0
I loved her since victorious. She was my first girl crush but when I first heard The Way I became a hardcore stan.	1
Since we are a republic.....no. MAGA	0
I was more sad about how many liberals seem to love firing shots at allies. I saw it in 2016 with Bernie Sanders supporters calling me an Uncle Tom for supporting Hillary. I made the same argument then and now. No shade and hopefully you don't block me. I respect your opinion	1
54 concert goers massacred in Fort Worth with 9mm Ruger P89. The NRA calls gun control research 'unethical'.	1
AND SHE (LUCY HALE) CANNOT DO IT BECAUSE SHE IS TRAVELING IM JUST POITING THAT OUT.	0
*as fuck. Not ass fuck. Although conservatives are fucking us all up the ass right now.	1
This reminds me of conservatives wanting to know if Monica was on her back or her knees. Is it really needed to decide these guys are sleeze bags?	0
Eight years the republicans denied obama’s picks. Breitbarters outrage is as phony as their fake president.	1
That’s not what he is saying. Situations are similar.	0
It is all about bs Think there any more idiot tham the liberals.	1
Right!? Good grief...he is just perfect	0
Every one is on these social media platforms arguing about who is racist and who isn't while the powers that be manipulate it to push their agendas and gain power. And shit. I know exactly what ur saying im pretty liberal guy and i can't stand the racism discussions.	1
We need to stop expecting liberals to act reasonably...they murder babies...they are completely unhinged! So long as the crazies keep voting for the crazy party...you will get crazy. TDS is real!!!	0
People who fail to understand the Second Amendment's purpose is to protect a citizenry from a government takeover SHOULD NOT be talking about gun control	0
This kind of meme just drives me further away from the Conservatives. My mother and father are rolling in their proverbial...you know. They would be disappointed in the lowness of it all.	0
Garrett you are amazing and funny. Keep being you. I love when you talk about Harry Potter because Harry Potter is awesome	0
3D vs Digital 》 War on Reality 》 Going WHITE-HOT We're now entering / the fight between&gt; Red-blooded humans in 3D /boots-on-the-ground reporters/ VS Avatar Digital AI /CGI Hollywood False Reality Reporting/ Polytechno-Fascists-Avatar-Digital Non-Reality URL	0
..long live satire!- if we cannot cut to the truth in this way then we may as well call it a day...	0
He is very perceptive Sweetie!	0
this jag off ref Tony Corrente needs to get out of the NFL. He is a bias piece of garbage. He made a HORRIBLE bad call in packer game which changed the game. He is a liar and won’t admit when he’s wrong! NFL PLEASE FIRE TONY CORRENTE	1
Carrey is becoming weird like peewee Herman...	1
*he closes his eyes so she won’t notice how groggy he is.*	1
Wise move .. the only things the Democrats are doing is creating anger regarding conservatives	0
Gun control is not the answer.	0
I don't know who she is	0
don’t like anything u r saying RE MAGA U r part of the problem &amp; not part of the solution!!!!!	0
Do the trade	0
Condemning antifa violence is fine too bro	0
Absolutely NFW.	1
rocks MAGA URL	1
Liberals have made it an art form. TroughTime	0
Why don’t we pray for better gun control laws first?	0
Bitter Barack. That says it all	0
The liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.	1
Boycott the NFL	0
"After they guna spell it like Frida"" """	0
President Obama? Did I miss something about this? He still believes he is President or is it you that isn't able to accept reality?	0
I was too busy kneeling to watch	0
HE IS MOE	1
"The Hollywood elites make fun of Republicans, Conservatives, Christians, Jesus, &amp; Ex-crackheads. That's very funny, considering they consist of Democrats, Liberals, Atheists, Satanists, and CURRENT"" Crackheads. And don't forget, the adulterers, pedophiles, and abusers of woman."""	1
80 billion dollars and he is lazy. No. Its the puerto ricans that are lazy and corrupt. The US should cut PR loose entirely	0
Shows the world just how useless and ineffective you are.. You little whiny brat.. Why not go cry in the corner with what's his nuts??? Oh yeah... Acosta	1
Thank you she is a gentle soul xxx URL	0
Gun control is not about guns. Gun control is about control.	0
This girl lied about her upbringing and every time she opens her mouth it shows how foolish she is. Yet she is still a superstar for the left	1
Depends on which way you point them	0
And I am just over the justdoit nike	0
He is really bad. Glove always turned the wrong way. How is this possible for a major league catcher?	0
there os no such thing as antifa	0
"ProjectReality has just upped in pace. f business"" in favour of the 1% of tax-dodgers cheer on as manufacturing gets ready to ExitFromBrexit through relocation Time to endthechaos &amp; StopBrexit Time for a finalsay via a PeoplesVote URL"	0
Lindsey... Sean Hannity talks to an echo chamber simply to hear himself. He is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience. He really is a laughable fool for Trump..	1
That makes no sense. Try again. MAGA URL	0
Omg not even interested in his age but damn he is fine af	1
FOLLOW THE MONEY	0
guys im literally italian and i know what that shit is wtf	1
URL Maybe we need to ban knives? What do you think? URL	0
Children should be seen and not heard!!!	0
Why don't you say he knew those emails were approved to be released. He knew he could release them. His grand standing got called out and his theatrics are unbecoming of a US Senator. Call him out or you are FAKE news just like calls you.	1
Absolutely! We all know the Dems want all the votes coming to them; that is why they are all pushing for it to happen. Dems/Liberals are plainly UnAmerican. All they care about is their paycheck and their position. 1st We need term minutes; no more than 2 terms like POTUS has.	0
Antifa are nothing but terrorists. antifa antifaAREterrorists	0
He looks like a Antifa dude. Dude.	0
you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.	1
He is always on his knees anyways	0
RINO Rauner has severely failed Illinois. Touting his “turn around agenda” he gave us nothing but his “turn coat agenda”. Illinois Conservatives not have one choice VOTE for State experience! URL	0
Her family consist of : -Cheating husband who never loved her -two bonus boys who made it clear she is not their mom and never will be - in laws who show more affection to stray cats than Wewe. - paid employees who laugh at her while cashing her checks. URL	1
If you are the type of iphone user who loves taking pictures etc then go for the 256gb	0
You are reciting conspiracy theories now. Have fun with that.	0
Besides the Liberals.	0
You forgot he is also your president URL	0
Horrible.	1
.... that's... fine i guess... -~- btw sammy what part of japan are you in?? would it be possible for us to hang out??? O:	0
You are a nut	0
Toffee?	0
"So called Liberals""."""	0
once again using people to advance herself WalkAwayDemocrats	0
Who the fuck are you?	1
every antifa member is just several midget gypsies standing on each others shoulders in a big skinsuit	0
Definitely not as strange as her. Thats for sure. Shes a professor at a alt-left university. All those folks are kooky. trump maga	1
Gun control at its finest! 2A is the greatest!! She was MAGA	0
Took the words out of my mouth. He is just horrible.	1
"Those are old photos and in no way represent antifa"". It's a small group of delusional people who call themselves Antideutsch (""Anti-German"") who have tried to co-opt the anti-fascist movement and claim that anyone who is not anti-German and pro-Israel is antisemitic and racist."""	0
4). How much is American tax payers contributing to Trump's corporation by his golfing every weekend at his course-the one who wasn't going to golf!! 5). Why is the NRA stopping any gun control which will cost how many student lives this year? This is the sad reality of congress!	0
Gun control nuts are not allowed to be protected by the very thing they supposedly despise. She can use a knife. DisarmHarrisNow	1
I’m praying he is caught in every illegal activity that he’s involved in! He has a very explosive anger issue! He’s like a child that throws a dangerous tantrum when someone doesn’t agree with him. I wonder how he treats women?	0
Another elitist who is out of touch with the patriotic Americans!	1
Lolololololololo are u kidding me. The ANTIFA shows up at all protest to stop freedom of speech. Open your eyes. Where did the ANTIFA come from democrats the snake party	1
"Ouch that hurt"" Well anyway you are?"""	0
Why do some conservatives blindly follow a fascist?	1
If we lose tomorrow we r fucked. Tomorrow is our season lol. Too tough a schedule to drop one like this	1
URL Let me give you something your wife can't :P Cum join me live now x	0
Do not donate. She is picking and choosing who she donates to. Being reported.	0
Yay!! So happy she is well hehe.	0
"How am I villifying him? He literally did have a 2 hour rant about imaginary bolsheviks and how women should just stop complaining. If you think that is no true wrong"", then well, I got news for you buddy: it means you are as shitty as he is."""	1
antifa are defined by one striking statistic - virtually none are parents. Why?	0
I love your spirit and taking a stand for our great country.. I wish these liberals go to a Socialist country	0
That’s funny I don’t care who you are	0
I'm Jackie~ She is a great character to be tbh	0
Billy Preston said all too well:”Something from nothing leaves nothing...”	0
He is such a showman! And those pipes the man can SING	0
HEY Did France’s Gun Control Hurt Its Resistance to the Nazis? URL	0
Right..? Total OCD right there lol Yeah...totally gonna floss that sucker off.	1
He is too decent a man for this day and age.	0
She is THE best facts	0
That’s your answer “shut the fuck up”. You should join ANTIFA with all the other loudmouth punks.	1
There trying that now and it's not working. He is still getting everything done.	0
"But what makes you think they are liberals? There is nothing liberal about any of that. These people spent the '90s insulting liberals, publicly humiliating black activists, and openly attacking the New Deal. Where is the liberal"" part? They passed GOP policies!"""	1
So the first thing you do is put the black guy up and call out that we are using the race card. Shows how racist you are. Maybe put a Latino or woman up next.	1
"36 years ago I was sexually assaulted by a Supreme Court nominee, but I would like to remain anonymous so that I don't have to answer questions. This is basically a smear campaign because I am a democrat and don't want conservatives with a majority on SCOTUS."""""	1
He won't live long now	0
poor she is a rager and a shamer. sad....	1
He is on borrowed time.	0
I never watch the NFL !!!’ Panthers suck by the way !!!	1
They owe the Christian Conservatives and the Koch Bros. this nomination. This specific nomination. For a reason.	0
Liberals don’t give a sh!t. They have no souls.	1
"I still find it hilarious that people like you think that literally any response to a comment is liberals being upset"" and that getting a liberal upset is some kind of accomplishment."""	1
An accusation is not an ambush. The fact that you call it one demonstrates a sickness in your heart and a sickness of today's conservatives.	0
"I don't believe an Elk could grip a rifle even if it could purchase one. Although you would probably want sensible gun control laws"" on anything the Elk could purchase to defend itself. Sad."""	0
Is it gun control OR anti 2a? I haven’t seen a single ad attacking 2a. That’s just rhetoric to create fear.	1
Lady get real trump is rich he doesn’t need tax payers money.liberals still tax payers money.	0
this is BULLSHIT! Some crappy pop star in Philly instead of the Fresh Prince &amp; DJ Jazzy Jeff! All of America needs to take a knee over this	1
The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. libtards walkaway maga	1
A special kind of Antifa when he learns the correct spelling of tomorrow ! ffs proper shitting myself now	1
OK..... you are wrong	0
They are BOTH GUILTY of CRIMINAL BEHAVIOR &amp; they know it. God removes any &amp; all barriers to getting the truth from them! MAGA	0
Personally I prefer my anti-fascism in the form of a non-Newtonian fluid. Oobleck antifa!	0
She's hiding! Republicans don't have an Antifa!	0
.. this woman has nothing but play tennis and yet she is constantly being disrespectful it’s insane. the whole all owes her an apology atp URL	1
Civilians Also I'll admit its hard sometimes when helping Grok 24-7 lol I've been called names I didn't even know existed Example Antifa Grannies Brokeback Valor (WTH is that) Grok Girl Friend (Yep No Shit) Things Frauds will say Thank You Grok (Brother)	0
Good for you Matt! Common sense. MAGA	0
Don’t use his NJ address. He is never there.	0
So you AGREE that Wecht should be impeached? Yea you and your socialist ANTIFA buddies decided to call Mr Dush’s office and abuse his staff and threaten others that cosponsored impeachment. Law enforcement had to get involved!	0
Nobody wants a supergirl movie. The show is shitty enough.	0
He is a pedo.	1
Just the type of skilled migrant that the Liberals want to come to our wonderful country	0
you have a lot to atone for. You better atone for all your lies. I used to think you were a better person. I can’t see anything but evil.	0
There is something very wrong with her. She went ballistic when I wrote something that did not suite her. Accusing me of very bad things. She is dangerous.	0
It's amazing how low you liberals will go to suit your political agenda. Don't believe you one bit. Have a good feeling you will pay the price for this . Produce some evidence	1
He never was one much for the rule of law. Just the Law of RULE	0
Libs vs conservatives simple	0
As it gets closer to November the left is in full on panic mode their talking points will forever be 25th Amendment. Ok idiots let’s see you try it.	1
MAGA PATRIOTS WE NEED YOU!	0
Agreed. Antifa is totally ate up with worms. In fact they are worms.	0
Funny shit	1
If everyone of them own guns would they feel the same way about gun control?	0
Hey The Valley Guy - Thanks for the comment - your right on the mark - Just hope the Liberals &amp; get serious about Reversing Global Warming &amp; Climate Change - Get with the real issue of Saving our Planet &amp; Life Itself - Note	0
Don’t you know? Trump runs everything himself. He is hands on. Except when he’s not then he has never met that guy but has heard he’s very bad.	0
Your comparing apples and oranges like liberals often do. We In Texas are very strategic and methodical in our voting. We understand what works for Texas doesn’t in voting nationally. But who we elect in Texas affects the nation.	0
True but the constant talk from the left about common sense gun control every time and yet not one valid proposal	1
This nigga is everywhere ..I can't escape his spews..it's now time	1
She is fine	0
You are not a poet. Don't ask how I knoweth.	0
What in the wide world of sports is go’in on here? Pansies.	0
Actually bad examples. Japan never had weapons of any kind to begin with before their gun control. Uk and Australias gun crime and crime in general didn't see a spike down. New Zealand has much less gun control than you think. Plus there's still guns on the black market	0
And hypocrite flies in his private jet around the world?	1
No one believes Schumer. Dems don’t and nod with a wink happy to obstruct with lies. Swampers... same thing. And actual conservatives know it’s an actual lie and pray for the liars to receive God’s wrath. How sad that truth and justice are dead.	0
Most people do not understand what an assault rifle is! Makes their statements regarding gun control stupid!	1
So we should cater to Collins and Murkowski and only do what they approve. Abandon what conservatives want and then expect them to vote for you anyways. That is insanity.	0
you are my favorite person on earth just so you know. If you’re ever hungry and want some food I bought a 40 count of bagel bites from steel yard Walmart and I won’t be able to eat them all by myself so please keep that in mind	0
He is going to get crushed	0
She is LYING....	0
A proven record of failure so why not.	0
So you are OK with Boris Johnson having to have police protection from Antifa/Momentum then? Tories are clearly scared of because the Tories know they are not delivering the Brexit that 17.4 million people voted for. Shame Tories do not condemn Antifa.	0
You'll prob hear me screaming	0
Sometimes I get strong vibes from people and this man’s vibe is tens of millions of murders - he is more dangerous than DT.	1
I think she is my favorite. God I need to get back to that game! But Dragon Quest 11 has me right now	0
"2) In a weird way the debate about Section 33 reminds me of the gun control debate in the US. They have laws that allow people to own guns designed to kill people yet are shocked when guns are used to kill people. We assumed they would restrain themselves."""""	1
Gonna suck with all that gun control	1
"Feel free to use it. Because unlike your ilk, we do not scream literalviolence or use dramatic phrases like you are denying my right to exist wahh"". Women like us can take your silliness without crying. Knock yourself out :)"""	1
"Hey you never walk alone"" ""You got the best of me"" ""Im the one I should love in this world"" ""Take my hand now you are the cause of my euphoria"" ""Im learning how to love myself"" And the list just keeps growing!!!"""	0
lets stretch bitches	1
Boy they are really panicking why what do they have to hide I wat to know do t you . I don’t recall republicans acting like this when obama put two liberals on the court	0
ok with Andrew Bully Liar touchy cheat to be kept on as a MP? On £75k? No anti bullying rules? URL …	0
This sounds as relevant as the march in Mumbai by the woke snowflakes for Gun Control. Abortion in India is legal and only the woman's choice is required. Take your circus elsewhere. Instead take up the issue of oppression of Hindus in India. This is at least relevant.	1
She’s a great comedian. Where as you are a great....nothing.	1
"I read a comment from a women saying why didn't you come to us when slavery was a choice, wearing MAGA hats and talking with Trump"""""	0
